movie,actor,rank,studio,bday,male,release_date,production_budget,domestic_gross,worldwide_gross
Tower Heist,Gabourey Sidibe,1,Uni.,1983-05-06,0.0,2011-11-04,85000000.0,78046570.0,153487972.0
Tower Heist,Kate Upton,-,Uni.,1992-06-10,0.0,2011-11-04,85000000.0,78046570.0,153487972.0
Tower Heist,Matthew Broderick,8,Uni.,1962-03-21,1.0,2011-11-04,85000000.0,78046570.0,153487972.0
Tower Heist,Tea Leoni,6,Uni.,1966-02-25,0.0,2011-11-04,85000000.0,78046570.0,153487972.0
Town & Country,Diane Keaton,32,NL,1946-01-05,0.0,2001-04-27,105000000.0,6712451.0,10364769.0
Town & Country,Josh Hartnett,-,NL,1978-07-21,1.0,2001-04-27,105000000.0,6712451.0,10364769.0
Toy Story,Tim Allen,3,BV,1953-06-13,1.0,1995-11-22,30000000.0,191652928.0,364402211.0
Toy Story,Tom Hanks,5,BV,1956-07-09,1.0,1995-11-22,30000000.0,191652928.0,364402211.0
Toy Story 2,Kelsey Grammer,-,BV,1955-02-21,1.0,1999-11-19,90000000.0,245823397.0,511329494.0
Toy Story 2,Tim Allen,2,BV,1953-06-13,1.0,1999-11-19,90000000.0,245823397.0,511329494.0
Toy Story 2,Tom Hanks,3,BV,1956-07-09,1.0,1999-11-19,90000000.0,245823397.0,511329494.0
Toy Story 3,Bonnie Hunt,-,BV,1961-09-22,0.0,2010-06-18,200000000.0,415004880.0,1069818229.0
Toy Story 3,Michael Keaton,2,BV,1951-09-05,1.0,2010-06-18,200000000.0,415004880.0,1069818229.0
Toy Story 3,Tim Allen,1,BV,1953-06-13,1.0,2010-06-18,200000000.0,415004880.0,1069818229.0
Toy Story 3,Tom Hanks,2,BV,1956-07-09,1.0,2010-06-18,200000000.0,415004880.0,1069818229.0
Trade,Kevin Kline,38,RAtt.,1947-10-24,1.0,2007-09-28,12000000.0,214202.0,1513388.0
Trade,Milla Jovovich,19,RAtt.,1975-12-17,0.0,2007-09-28,12000000.0,214202.0,1513388.0
Traffic,Benicio Del Toro,2,USA,1967-02-19,1.0,2000-12-27,48000000.0,124107476.0,208300000.0
Traffic,Benjamin Bratt,-,USA,1963-12-16,1.0,2000-12-27,48000000.0,124107476.0,208300000.0
Traffic,Dennis Quaid,2,USA,1954-04-09,1.0,2000-12-27,48000000.0,124107476.0,208300000.0
Traffic,Don Cheadle,5,USA,1964-11-29,1.0,2000-12-27,48000000.0,124107476.0,208300000.0
Traffic,Erika Christensen,-,USA,1982-08-19,0.0,2000-12-27,48000000.0,124107476.0,208300000.0
Traffic,John Slattery,-,USA,1962-08-13,1.0,2000-12-27,48000000.0,124107476.0,208300000.0
Traffic,Michael Douglas,4,USA,1944-09-25,1.0,2000-12-27,48000000.0,124107476.0,208300000.0
Traffic,Topher Grace,-,USA,1978-07-12,1.0,2000-12-27,48000000.0,124107476.0,208300000.0
Traffic,Viola Davis,-,USA,1965-08-11,0.0,2000-12-27,48000000.0,124107476.0,208300000.0
Training Day,Denzel Washington,7,WB,1954-12-28,1.0,2001-10-05,45000000.0,76261036.0,104505362.0
Training Day,Ethan Hawke,2,WB,1970-11-06,1.0,2001-10-05,45000000.0,76261036.0,104505362.0
Training Day,Eva Mendes,-,WB,1974-03-05,0.0,2001-10-05,45000000.0,76261036.0,104505362.0
Training Day,Snoop Dogg,-,WB,1971-10-20,1.0,2001-10-05,45000000.0,76261036.0,104505362.0
Trainspotting,Ewan McGregor,14,Mira.,1971-03-31,1.0,1996-07-19,3100000.0,16501000.0,71560987.0
Trainspotting,Ewen Bremner,10,Mira.,1972-01-23,1.0,1996-07-19,3100000.0,16501000.0,71560987.0
Trainwreck,Daniel Radcliffe,9,Uni.,1989-07-23,1.0,2015-07-17,35000000.0,110038130.0,140561831.0
Trainwreck,Ezra Miller,1,Uni.,1992-09-30,1.0,2015-07-17,35000000.0,110038130.0,140561831.0
Trainwreck,John Cena,1,Uni.,1977-04-23,1.0,2015-07-17,35000000.0,110038130.0,140561831.0
Trainwreck,Marisa Tomei,4,Uni.,1964-12-04,0.0,2015-07-17,35000000.0,110038130.0,140561831.0
Trainwreck,Tilda Swinton,4,Uni.,1960-11-05,0.0,2015-07-17,35000000.0,110038130.0,140561831.0
Traitor,Don Cheadle,23,Over.,1964-11-29,1.0,2008-08-27,22000000.0,23530831.0,27882226.0
Traitor,Guy Pearce,11,Over.,1967-10-05,1.0,2008-08-27,22000000.0,23530831.0,27882226.0
Trance,James McAvoy,13,FoxS,1979-04-21,1.0,2013-04-05,16000000.0,2322593.0,22594052.0
Trance,Rosario Dawson,24,FoxS,1979-05-09,0.0,2013-04-05,16000000.0,2322593.0,22594052.0
Transcendence,Cillian Murphy,7,WB,1976-05-25,1.0,2014-04-18,100000000.0,23022309.0,103039258.0
Transcendence,Johnny Depp,29,WB,1963-06-09,1.0,2014-04-18,100000000.0,23022309.0,103039258.0
Transcendence,Morgan Freeman,43,WB,1937-06-01,1.0,2014-04-18,100000000.0,23022309.0,103039258.0
Transcendence,Paul Bettany,11,WB,1971-05-27,1.0,2014-04-18,100000000.0,23022309.0,103039258.0
Transcendence,Rebecca Hall,6,WB,1982-05-03,0.0,2014-04-18,100000000.0,23022309.0,103039258.0
Transformers,Bernie Mac,-,P/DW,1957-10-05,1.0,2007-07-02,151000000.0,319071806.0,708098205.0
Transformers,Jon Voight,1,P/DW,1938-12-29,1.0,2007-07-02,151000000.0,319071806.0,708098205.0
Transformers,Josh Duhamel,2,P/DW,1972-11-14,1.0,2007-07-02,151000000.0,319071806.0,708098205.0
Transformers,Megan Fox,2,P/DW,1986-05-16,0.0,2007-07-02,151000000.0,319071806.0,708098205.0
Transformers,Shia LaBeouf,2,P/DW,1986-06-11,1.0,2007-07-02,151000000.0,319071806.0,708098205.0
Transformers,Tyrese Gibson,2,P/DW,1978-12-30,1.0,2007-07-02,151000000.0,319071806.0,708098205.0
Transformers: Age of Extinction,Kelsey Grammer,2,Par.,1955-02-21,1.0,2014-06-27,210000000.0,245439076.0,1104039076.0
Transformers: Age of Extinction,Mark Wahlberg,3,Par.,1971-06-05,1.0,2014-06-27,210000000.0,245439076.0,1104039076.0
Transformers: Age of Extinction,Stanley Tucci,4,Par.,1960-11-11,1.0,2014-06-27,210000000.0,245439076.0,1104039076.0
Transformers: Dark of the Moon,Frances McDormand,1,P/DW,1957-06-23,0.0,2011-06-29,195000000.0,352390543.0,1123790543.0
Transformers: Dark of the Moon,Hugo Weaving,-,P/DW,1960-04-04,1.0,2011-06-29,195000000.0,352390543.0,1123790543.0
Transformers: Dark of the Moon,John Malkovich,1,P/DW,1953-12-09,1.0,2011-06-29,195000000.0,352390543.0,1123790543.0
Transformers: Dark of the Moon,Josh Duhamel,3,P/DW,1972-11-14,1.0,2011-06-29,195000000.0,352390543.0,1123790543.0
Transformers: Dark of the Moon,Leonard Nimoy,-,P/DW,1931-03-26,1.0,2011-06-29,195000000.0,352390543.0,1123790543.0
Transformers: Dark of the Moon,Shia LaBeouf,3,P/DW,1986-06-11,1.0,2011-06-29,195000000.0,352390543.0,1123790543.0
Transformers: Dark of the Moon,Tyrese Gibson,3,P/DW,1978-12-30,1.0,2011-06-29,195000000.0,352390543.0,1123790543.0
Transformers: Revenge of the Fallen,Josh Duhamel,1,P/DW,1972-11-14,1.0,2009-06-24,210000000.0,402111870.0,836519699.0
Transformers: Revenge of the Fallen,Megan Fox,1,P/DW,1986-05-16,0.0,2009-06-24,210000000.0,402111870.0,836519699.0
Transformers: Revenge of the Fallen,Shia LaBeouf,1,P/DW,1986-06-11,1.0,2009-06-24,210000000.0,402111870.0,836519699.0
Transformers: Revenge of the Fallen,Tyrese Gibson,1,P/DW,1978-12-30,1.0,2009-06-24,210000000.0,402111870.0,836519699.0
Transsiberian,Ben Kingsley,40,First,1943-12-31,1.0,2008-07-18,15000000.0,2203641.0,6379575.0
Transsiberian,Woody Harrelson,33,First,1961-07-23,1.0,2008-07-18,15000000.0,2203641.0,6379575.0
Trapped,Charlize Theron,22,Sony,1975-08-07,0.0,2002-09-20,30000000.0,6916869.0,6916869.0
Trapped,Dakota Fanning,14,Sony,1994-02-23,0.0,2002-09-20,30000000.0,6916869.0,6916869.0
Trapped,Kevin Bacon,31,Sony,1958-07-08,1.0,2002-09-20,30000000.0,6916869.0,6916869.0
Trash,Rooney Mara,12,FCW,1985-04-17,0.0,2015-10-09,12000000.0,17484.0,6553186.0
Treasure Planet,Emma Thompson,-,BV,1959-04-15,0.0,2002-11-27,100000000.0,38120554.0,91800000.0
Trees Lounge,Chloe Sevigny,-,OrionC,1974-11-18,0.0,1996-10-11,1300000.0,749741.0,749741.0
Trees Lounge,Samuel L. Jackson,-,OrionC,1948-12-21,1.0,1996-10-11,1300000.0,749741.0,749741.0
Tremors,Kevin Bacon,23,Uni.,1958-07-08,1.0,1990-01-19,10000000.0,16667084.0,16667084.0
Triple 9,Anthony Mackie,20,ORF,1978-09-23,1.0,2016-02-26,20000000.0,12639297.0,20325054.0
Triple 9,Casey Affleck,11,ORF,1975-08-12,1.0,2016-02-26,20000000.0,12639297.0,20325054.0
Triple 9,Chiwetel Ejiofor,10,ORF,1977-07-10,1.0,2016-02-26,20000000.0,12639297.0,20325054.0
Triple 9,Gal Gadot,7,ORF,1985-04-30,0.0,2016-02-26,20000000.0,12639297.0,20325054.0
Triple 9,Kate Winslet,16,ORF,1975-10-05,0.0,2016-02-26,20000000.0,12639297.0,20325054.0
Triple 9,Michael K. Williams,10,ORF,1966-11-22,1.0,2016-02-26,20000000.0,12639297.0,20325054.0
Triple 9,Teresa Palmer,8,ORF,1986-02-26,0.0,2016-02-26,20000000.0,12639297.0,20325054.0
Triple 9,Woody Harrelson,29,ORF,1961-07-23,1.0,2016-02-26,20000000.0,12639297.0,20325054.0
Tristram Shandy: A Cock and Bull Story,Gillian Anderson,9,PicH,1968-08-09,0.0,2006-01-27,4750000.0,1253413.0,3061763.0
Tristram Shandy: A Cock and Bull Story,Steve Coogan,21,PicH,1965-10-14,1.0,2006-01-27,4750000.0,1253413.0,3061763.0
Tron,Jeff Bridges,9,BV,1949-12-04,1.0,1982-07-09,17000000.0,26918576.0,26918576.0
Troop Beverly Hills,Craig T. Nelson,16,Col.,1944-04-04,1.0,1989-03-22,18000000.0,7190505.0,7190505.0
Tropic Thunder,Ben Stiller,11,P/DW,1965-11-30,1.0,2008-08-13,90000000.0,110461307.0,191091250.0
Tropic Thunder,Brandon T. Jackson,1,P/DW,1984-03-07,1.0,2008-08-13,90000000.0,110461307.0,191091250.0
Tropic Thunder,Danny McBride,1,P/DW,1976-12-29,1.0,2008-08-13,90000000.0,110461307.0,191091250.0
Tropic Thunder,Jack Black,6,P/DW,1969-08-28,1.0,2008-08-13,90000000.0,110461307.0,191091250.0
Tropic Thunder,Jay Baruchel,5,P/DW,1982-04-09,1.0,2008-08-13,90000000.0,110461307.0,191091250.0
Tropic Thunder,Matthew McConaughey,-,P/DW,1969-11-04,1.0,2008-08-13,90000000.0,110461307.0,191091250.0
Tropic Thunder,"Robert Downey, Jr.",9,P/DW,1965-04-04,1.0,2008-08-13,90000000.0,110461307.0,191091250.0
Tropic Thunder,Steve Coogan,5,P/DW,1965-10-14,1.0,2008-08-13,90000000.0,110461307.0,191091250.0
Tropic Thunder,Tom Cruise,-,P/DW,1962-07-03,1.0,2008-08-13,90000000.0,110461307.0,191091250.0
Trouble with the Curve,Amy Adams,15,WB,1974-08-20,0.0,2012-09-21,60000000.0,35763137.0,47818913.0
Trouble with the Curve,Clint Eastwood,37,WB,1930-05-31,1.0,2012-09-21,60000000.0,35763137.0,47818913.0
Trouble with the Curve,Justin Timberlake,6,WB,1981-01-31,1.0,2012-09-21,60000000.0,35763137.0,47818913.0
Trouble with the Curve,Matthew Lillard,8,WB,1970-01-24,1.0,2012-09-21,60000000.0,35763137.0,47818913.0
Troy,Brad Pitt,6,WB,1963-12-18,1.0,2004-05-14,150000000.0,133298577.0,484161265.0
Troy,Brendan Gleeson,3,WB,1955-03-29,1.0,2004-05-14,150000000.0,133298577.0,484161265.0
Troy,Eric Bana,3,WB,1968-08-09,1.0,2004-05-14,150000000.0,133298577.0,484161265.0
Troy,Garrett Hedlund,-,WB,1984-09-03,1.0,2004-05-14,150000000.0,133298577.0,484161265.0
Troy,Orlando Bloom,9,WB,1977-01-13,1.0,2004-05-14,150000000.0,133298577.0,484161265.0
Troy,Rose Byrne,1,WB,1979-07-24,0.0,2004-05-14,150000000.0,133298577.0,484161265.0
Troy,Sean Bean,5,WB,1959-04-17,1.0,2004-05-14,150000000.0,133298577.0,484161265.0
Trucker,Benjamin Bratt,18,Mont.,1963-12-16,1.0,2009-10-09,1500000.0,52429.0,52429.0
Trucker,Michelle Monaghan,17,Mont.,1976-03-23,0.0,2009-10-09,1500000.0,52429.0,52429.0
True Grit,Hailee Steinfeld,2,Par.,1996-12-11,0.0,2010-12-22,35000000.0,171050328.0,252084251.0
True Grit,Jeff Bridges,3,Par.,1949-12-04,1.0,2010-12-22,35000000.0,171050328.0,252084251.0
True Grit,Josh Brolin,3,Par.,1968-02-12,1.0,2010-12-22,35000000.0,171050328.0,252084251.0
True Grit,Matt Damon,7,Par.,1970-10-08,1.0,2010-12-22,35000000.0,171050328.0,252084251.0
True Lies,Arnold Schwarzenegger,2,Fox,1947-07-30,1.0,1994-07-15,100000000.0,146273950.0,365291539.0
True Romance,Brad Pitt,-,WB,1963-12-18,1.0,1993-09-10,12500000.0,12281000.0,12309980.0
True Romance,Christopher Walken,-,WB,1943-03-31,1.0,1993-09-10,12500000.0,12281000.0,12309980.0
True Romance,Gary Oldman,24,WB,1958-03-21,1.0,1993-09-10,12500000.0,12281000.0,12309980.0
True Romance,James Gandolfini,-,WB,1961-09-18,1.0,1993-09-10,12500000.0,12281000.0,12309980.0
True Romance,Samuel L. Jackson,-,WB,1948-12-21,1.0,1993-09-10,12500000.0,12281000.0,12309980.0
True Romance,Val Kilmer,-,WB,1959-12-31,1.0,1993-09-10,12500000.0,12281000.0,12309980.0
Trust,Clive Owen,21,MNE,1964-10-03,1.0,2011-04-01,4000000.0,120016.0,120016.0
Trust,Viola Davis,21,MNE,1965-08-11,0.0,2011-04-01,4000000.0,120016.0,120016.0
Trust the Man,Billy Crudup,11,FoxS,1968-07-08,1.0,2006-08-18,9000000.0,1530535.0,2548378.0
Trust the Man,David Duchovny,13,FoxS,1960-08-07,1.0,2006-08-18,9000000.0,1530535.0,2548378.0
Trust the Man,Eva Mendes,-,FoxS,1974-03-05,0.0,2006-08-18,9000000.0,1530535.0,2548378.0
Trust the Man,Julianne Moore,41,FoxS,1960-12-03,0.0,2006-08-18,9000000.0,1530535.0,2548378.0
Trust the Man,Justin Bartha,8,FoxS,1978-07-21,1.0,2006-08-18,9000000.0,1530535.0,2548378.0
Trust the Man,Maggie Gyllenhaal,17,FoxS,1977-11-16,0.0,2006-08-18,9000000.0,1530535.0,2548378.0
Tuck Everlasting,Ben Kingsley,19,BV,1943-12-31,1.0,2002-10-11,15000000.0,19161999.0,19344615.0
Turbo,Michelle Rodriguez,8,Fox,1978-07-12,0.0,2013-07-17,135000000.0,83028130.0,286896578.0
Turbo,Paul Giamatti,7,Fox,1967-06-06,1.0,2013-07-17,135000000.0,83028130.0,286896578.0
Turbo,Ryan Reynolds,7,Fox,1976-10-23,1.0,2013-07-17,135000000.0,83028130.0,286896578.0
Turbo,Samuel L. Jackson,21,Fox,1948-12-21,1.0,2013-07-17,135000000.0,83028130.0,286896578.0
Turbo,Snoop Dogg,2,Fox,1971-10-20,1.0,2013-07-17,135000000.0,83028130.0,286896578.0
Turbulence,Brendan Gleeson,19,MGM,1955-03-29,1.0,1997-01-10,55000000.0,11466088.0,11466088.0
Turistas,Josh Duhamel,10,FoxA,1972-11-14,1.0,2006-12-01,10000000.0,7027762.0,14321070.0
Turistas,Olivia Wilde,14,FoxA,1984-03-10,0.0,2006-12-01,10000000.0,7027762.0,14321070.0
Tusk,Johnny Depp,-,A24,1963-06-09,1.0,2014-09-19,3000000.0,1821983.0,1821983.0
Tusk,Justin Long,22,A24,1978-06-02,1.0,2014-09-19,3000000.0,1821983.0,1821983.0
Twilight,James Garner,10,Par.,1928-04-07,1.0,1998-03-06,20000000.0,15030732.0,15030732.0
Twilight,Liev Schreiber,-,Par.,1967-10-04,1.0,1998-03-06,20000000.0,15030732.0,15030732.0
Twilight,Paul Newman,14,Par.,1925-01-26,1.0,1998-03-06,20000000.0,15030732.0,15030732.0
Twilight,Reese Witherspoon,16,Par.,1976-03-22,0.0,1998-03-06,20000000.0,15030732.0,15030732.0
Twilight,Susan Sarandon,28,Par.,1946-10-04,0.0,1998-03-06,20000000.0,15030732.0,15030732.0
Twilight,Anna Kendrick,-,Sum.,1985-08-09,0.0,2008-11-21,37000000.0,192769854.0,402280159.0
Twilight,Ashley Greene,5,Sum.,1987-02-21,0.0,2008-11-21,37000000.0,192769854.0,402280159.0
Twilight,Cam Gigandet,1,Sum.,1982-08-16,1.0,2008-11-21,37000000.0,192769854.0,402280159.0
Twilight,Jackson Rathbone,-,Sum.,1984-12-14,1.0,2008-11-21,37000000.0,192769854.0,402280159.0
Twilight,Kellan Lutz,-,Sum.,1985-03-15,1.0,2008-11-21,37000000.0,192769854.0,402280159.0
Twilight,Kristen Stewart,5,Sum.,1990-04-09,0.0,2008-11-21,37000000.0,192769854.0,402280159.0
Twilight,Robert Pattinson,6,Sum.,1986-05-13,1.0,2008-11-21,37000000.0,192769854.0,402280159.0
Twilight,Taylor Lautner,-,Sum.,1992-02-11,1.0,2008-11-21,37000000.0,192769854.0,402280159.0
Twilight Zone: The Movie,Albert Brooks,-,WB,1947-07-22,1.0,1983-06-24,10000000.0,29450919.0,29450919.0
Twins,Arnold Schwarzenegger,4,Uni.,1947-07-30,1.0,1988-12-09,15000000.0,111936388.0,216600000.0
Twins,Danny DeVito,4,Uni.,1944-11-17,1.0,1988-12-09,15000000.0,111936388.0,216600000.0
Twisted,Ashley Judd,14,Par.,1968-04-19,0.0,2004-02-27,50000000.0,25195050.0,40119848.0
Twisted,Philip Kaufman,4,Par.,1936-10-23,1.0,2004-02-27,50000000.0,25195050.0,40119848.0
Twisted,Samuel L. Jackson,38,Par.,1948-12-21,1.0,2004-02-27,50000000.0,25195050.0,40119848.0
Twister,Alexa Vega,-,WB,1988-08-27,0.0,1996-05-10,88000000.0,241688385.0,495700000.0
Twister,Cary Elwes,1,WB,1962-10-26,1.0,1996-05-10,88000000.0,241688385.0,495700000.0
Twister,Helen Hunt,1,WB,1963-06-15,0.0,1996-05-10,88000000.0,241688385.0,495700000.0
Twister,Philip Seymour Hoffman,1,WB,1967-07-23,1.0,1996-05-10,88000000.0,241688385.0,495700000.0
Two Brothers,Guy Pearce,12,Uni.,1967-10-05,1.0,2004-06-25,72000000.0,18947630.0,61947630.0
Two Girls and a Guy,"Robert Downey, Jr.",45,FoxS,1965-04-04,1.0,1998-04-24,1000000.0,1950218.0,2208051.0
Two Lovers,Gwyneth Paltrow,28,Magn.,1972-09-27,0.0,2009-02-13,12000000.0,3149034.0,16349034.0
Two Lovers,Joaquin Phoenix,20,Magn.,1974-10-28,1.0,2009-02-13,12000000.0,3149034.0,16349034.0
Two Weeks Notice,Hugh Grant,3,WB,1960-09-09,1.0,2002-12-20,60000000.0,93354918.0,199043309.0
Two Weeks Notice,Sandra Bullock,10,WB,1964-07-26,0.0,2002-12-20,60000000.0,93354918.0,199043309.0
Tyler Perry's A Madea Christmas,Tyler Perry,10,LGF,1969-09-13,1.0,2013-12-13,25000000.0,52543354.0,52543354.0
Tyler Perry's Good Deeds,Rebecca Romijn,-,LGF,1972-11-06,0.0,2012-02-24,14000000.0,35025791.0,35579177.0
Tyler Perry's Good Deeds,Thandie Newton,9,LGF,1972-11-06,0.0,2012-02-24,14000000.0,35025791.0,35579177.0
Tyler Perry's Good Deeds,Tyler Perry,13,LGF,1969-09-13,1.0,2012-02-24,14000000.0,35025791.0,35579177.0
Tyler Perry's Madea's Witness Protection,Denise Richards,3,LGF,1971-02-17,0.0,2012-06-29,20000000.0,65653242.0,66776571.0
Tyler Perry's Madea's Witness Protection,Tyler Perry,4,LGF,1969-09-13,1.0,2012-06-29,20000000.0,65653242.0,66776571.0
U-571,Matthew McConaughey,7,Uni.,1969-11-04,1.0,2000-04-21,62000000.0,77086030.0,127630030.0
Ulee's Gold,Jessica Biel,15,MGM,1982-03-03,0.0,1997-06-13,2700000.0,9054736.0,15600000.0
Ultraviolet,Milla Jovovich,11,SGem,1975-12-17,0.0,2006-03-03,30000000.0,18522064.0,30962112.0
Unaccompanied Minors,Kristen Wiig,12,WB,1973-08-22,0.0,2006-12-08,25000000.0,16655224.0,21970831.0
Unaccompanied Minors,Rob Riggle,7,WB,1970-04-21,1.0,2006-12-08,25000000.0,16655224.0,21970831.0
Unaccompanied Minors,Wilmer Valderrama,3,WB,1980-01-30,1.0,2006-12-08,25000000.0,16655224.0,21970831.0
Unbreakable,Bruce Willis,10,BV,1955-03-19,1.0,2000-11-22,73243106.0,94999143.0,248099143.0
Unbreakable,M. Night Shyamalan,-,BV,1970-08-06,1.0,2000-11-22,73243106.0,94999143.0,248099143.0
Unbreakable,Samuel L. Jackson,13,BV,1948-12-21,1.0,2000-11-22,73243106.0,94999143.0,248099143.0
Unbroken,Garrett Hedlund,2,Uni.,1984-09-03,1.0,2014-12-25,65000000.0,115637895.0,163442936.0
Unbroken,Jai Courtney,3,Uni.,1986-03-15,1.0,2014-12-25,65000000.0,115637895.0,163442936.0
Under Siege 2: Dark Territory,Katherine Heigl,3,WB,1978-11-24,0.0,1995-07-14,60000000.0,50002097.0,104302097.0
Under Siege 2: Dark Territory,Morris Chestnut,4,WB,1969-01-01,1.0,1995-07-14,60000000.0,50002097.0,104302097.0
Under the Rainbow,Carrie Fisher,8,WB,1956-10-21,0.0,1981-07-31,20000000.0,18826490.0,18826490.0
Under the Skin,Scarlett Johansson,31,A24,1984-11-22,0.0,2014-04-04,13300000.0,2605039.0,7220721.0
Under the Tuscan Sun,Diane Lane,11,BV,1965-01-22,0.0,2003-09-26,18000000.0,43601508.0,57490024.0
Undercover Brother,Denise Richards,4,Uni.,1971-02-17,0.0,2002-05-31,25000000.0,38230435.0,40796145.0
Undercover Brother,Neil Patrick Harris,6,Uni.,1973-06-15,1.0,2002-05-31,25000000.0,38230435.0,40796145.0
Underworld,Kate Beckinsale,7,SGem,1973-07-26,0.0,2003-09-19,22000000.0,51970690.0,95708457.0
Underworld,Michael Sheen,5,SGem,1969-02-05,1.0,2003-09-19,22000000.0,51970690.0,95708457.0
Underworld: Evolution,Kate Beckinsale,5,SGem,1973-07-26,0.0,2006-01-20,45000000.0,62318875.0,113417762.0
Underworld: Evolution,Michael Sheen,-,SGem,1969-02-05,1.0,2006-01-20,45000000.0,62318875.0,113417762.0
Undiscovered,Carrie Fisher,-,Lions,1956-10-21,0.0,2005-08-26,9000000.0,1069318.0,1069318.0
Undisputed,Wesley Snipes,24,Mira.,1962-07-31,1.0,2002-08-23,20000000.0,12398628.0,12398628.0
Unfaithful,Diane Lane,6,Fox,1965-01-22,0.0,2002-05-08,50000000.0,52752475.0,119114494.0
Unfaithful,Michelle Monaghan,5,Fox,1976-03-23,0.0,2002-05-08,50000000.0,52752475.0,119114494.0
Unfaithful,Richard Gere,10,Fox,1949-08-31,1.0,2002-05-08,50000000.0,52752475.0,119114494.0
Unfinished Business,Tom Wilkinson,25,Fox,1948-02-05,1.0,2015-03-06,35000000.0,10219501.0,12819501.0
Unfinished Business,Vince Vaughn,21,Fox,1970-03-28,1.0,2015-03-06,35000000.0,10219501.0,12819501.0
Unforgiven,Clint Eastwood,4,WB,1930-05-31,1.0,1992-08-07,14400000.0,99162710.0,157162710.0
Unforgiven,Morgan Freeman,9,WB,1937-06-01,1.0,1992-08-07,14400000.0,99162710.0,157162710.0
United 93,Olivia Thirlby,4,Uni.,1986-10-06,0.0,2006-04-28,18000000.0,31483450.0,77551351.0
Unknown,Bridget Moynahan,11,IFC,1972-09-21,0.0,2006-11-03,3700000.0,26403.0,3355048.0
Unknown,Greg Kinnear,33,IFC,1963-06-17,1.0,2006-11-03,3700000.0,26403.0,3355048.0
Unknown,James Caviezel,20,IFC,1968-09-26,1.0,2006-11-03,3700000.0,26403.0,3355048.0
Unknown,Frank Langella,4,WB,1938-01-01,1.0,2011-02-18,40000000.0,63686397.0,136123083.0
Unknown,January Jones,3,WB,1978-01-05,0.0,2011-02-18,40000000.0,63686397.0,136123083.0
Unknown,Liam Neeson,17,WB,1952-06-07,1.0,2011-02-18,40000000.0,63686397.0,136123083.0
Unstoppable,Chris Pine,6,Fox,1980-08-26,1.0,2010-11-12,95000000.0,81562942.0,169511609.0
Unstoppable,Denzel Washington,19,Fox,1954-12-28,1.0,2010-11-12,95000000.0,81562942.0,169511609.0
Unstoppable,Rosario Dawson,4,Fox,1979-05-09,0.0,2010-11-12,95000000.0,81562942.0,169511609.0
Untraceable,Diane Lane,18,SGem,1965-01-22,0.0,2008-01-25,35000000.0,28687835.0,52649951.0
Up,Christopher Plummer,-,BV,1929-12-13,1.0,2009-05-29,175000000.0,293004164.0,731542621.0
Up in the Air,Anna Kendrick,3,Par.,1985-08-09,0.0,2009-12-04,30000000.0,83823381.0,166842739.0
Up in the Air,Danny McBride,4,Par.,1976-12-29,1.0,2009-12-04,30000000.0,83823381.0,166842739.0
Up in the Air,George Clooney,9,Par.,1961-05-06,1.0,2009-12-04,30000000.0,83823381.0,166842739.0
Up in the Air,Jason Bateman,9,Par.,1969-01-14,1.0,2009-12-04,30000000.0,83823381.0,166842739.0
Up in the Air,Vera Farmiga,4,Par.,1973-08-06,0.0,2009-12-04,30000000.0,83823381.0,166842739.0
Up in the Air,Zach Galifianakis,-,Par.,1969-10-01,1.0,2009-12-04,30000000.0,83823381.0,166842739.0
Urban Legends: Final Cut,Eva Mendes,11,Sony,1974-03-05,0.0,2000-09-22,15000000.0,21468807.0,38574362.0
V for Vendetta,Hugo Weaving,9,WB,1960-04-04,1.0,2006-03-17,50000000.0,70511035.0,130214162.0
V for Vendetta,Imogen Poots,-,WB,1989-06-03,0.0,2006-03-17,50000000.0,70511035.0,130214162.0
V for Vendetta,Natalie Portman,7,WB,1981-06-09,0.0,2006-03-17,50000000.0,70511035.0,130214162.0
Vacation,Chris Hemsworth,6,WB (NL),1983-08-11,1.0,2015-07-29,31000000.0,58884188.0,100655793.0
Vacation,Christina Applegate,6,WB (NL),1971-11-25,0.0,2015-07-29,31000000.0,58884188.0,100655793.0
Vacation,Ed Helms,6,WB (NL),1974-01-24,1.0,2015-07-29,31000000.0,58884188.0,100655793.0
Vacation,Leslie Mann,12,WB (NL),1972-03-26,0.0,2015-07-29,31000000.0,58884188.0,100655793.0
Valentine,Denise Richards,6,WB,1971-02-17,0.0,2001-02-02,10000000.0,20384136.0,20384136.0
Valentine,Katherine Heigl,12,WB,1978-11-24,0.0,2001-02-02,10000000.0,20384136.0,20384136.0
Valentine's Day,Anne Hathaway,11,WB (NL),1982-11-12,0.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Ashton Kutcher,2,WB (NL),1978-02-07,1.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Bradley Cooper,8,WB (NL),1975-01-05,1.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Emma Roberts,2,WB (NL),1991-02-10,0.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Jamie Foxx,9,WB (NL),1967-12-13,1.0,2010-02-12,52000000.0,110485654.0,217569328.0
Valentine's Day,Jennifer Garner,3,WB (NL),1972-04-17,0.0,2010-02-12,52000000.0,110485654.0,217569328.0
